BatchIndex,Delta,Damkohler,Sigma,CUM_Steam,Woodloading
299,-0.320026384,0.53513916,0.840130915,22.9,115.46537
300,-3.485570078,0.071244991,0.861236555,26,112.340614
301,-0.335898826,0.542850613,0.778366264,21.2,111.921692
302,-12.17651036,0.046611911,1.17560132,28.7,111.806831
303,-10.37706355,0.044077553,1.17701058,31.3,107.301224
304,-5.793768398,0.068728021,0.928888427,23.1,105.669945
305,-2.806288946,0.075192711,0.819735568,25.1,113.344582
306,-5.211252901,0.062661474,0.999762305,27.9,111.50206
307,-3.26344536,0.068905815,0.861972044,24.9,112.192261
308,-3.437101598,0.072399966,0.854685122,25.8,100.216164
309,-4.532388943,0.070499467,0.979221488,24.8,100.156616
310,-2.435970348,0.076551557,0.816024811,23.1,95.24735
311,-4.706713674,0.065381559,1.021739434,26.2,95.21384
312,-8.833859557,0.050354846,0.923460647,28.2,90.1768
313,-9.446290831,0.049290933,1.024656748,26.9,90.2068
314,-3.286262099,0.064109993,0.866607699,23.9,90.20358
315,-1.622110073,0.089564288,0.795598676,22.3,90.2518845
316,-4.304553668,0.073989119,0.933463401,24.1,95.23673
317,-0.321533085,0.539061807,0.764734089,21.3,113.894829
318,-0.050141234,0.446234585,0.742879047,25.6,112.988327
319,-3.750131995,0.065703253,0.951845648,25.8,114.078186
320,-2.886506844,0.083737203,0.852108612,22.7,105.055321
321,-4.670185362,0.06194242,0.879240888,25.8,107.504723
322,-4.861419707,0.064372153,1.001053755,26.9,106.964149
323,-11.4617134,0.038211403,1.240680819,28.6,102.574463
324,-4.706000773,0.058693017,0.864675438,25.3,108.36869
325,-4.480264166,0.048671381,1.092267002,29.6,98.15601
326,-3.036597043,0.063460887,1.079666254,29.6,95.1807
327,-6.274335818,0.065148215,1.06965558,28.6,95.1369858
328,-4.80205727,0.084926672,1.033893184,25.4,95.16088
